month,year,kraj,general_thefts,break_in_thefts,avg_monthly_salary
4,2010,PLK,482,226,22467.0
5,2010,PLK,412,213,22467.0
6,2010,PLK,400,225,22467.0
7,2010,PLK,464,232,24043.0
8,2010,PLK,546,232,24043.0
9,2010,PLK,457,261,24043.0
10,2010,PLK,479,290,24582.0
11,2010,PLK,453,249,24582.0
12,2010,PLK,327,235,24582.0
1,2010,STC,916,644,22013.0
2,2010,STC,993,688,22013.0
3,2010,STC,1175,883,22013.0
4,2010,STC,1136,741,23421.0
5,2010,STC,1293,886,23421.0
6,2010,STC,1096,738,23421.0
7,2010,STC,1232,677,22967.0
8,2010,STC,1302,709,22967.0
9,2010,STC,1359,693,22967.0
10,2010,STC,1309,775,24662.0
11,2010,STC,1236,696,24662.0
12,2010,STC,820,559,24662.0
1,2010,ULK,229,202,20775.0
2,2010,ULK,229,170,20775.0
3,2010,ULK,252,197,20775.0
4,2010,ULK,264,203,21367.0
5,2010,ULK,282,202,21367.0
6,2010,ULK,288,216,21367.0
7,2010,ULK,332,207,21526.0
8,2010,ULK,402,210,21526.0
9,2010,ULK,325,179,21526.0
10,2010,ULK,269,207,23557.0
11,2010,ULK,272,175,23557.0
12,2010,ULK,233,159,23557.0
1,2010,VYS,174,113,20183.0
2,2010,VYS,155,116,20183.0
3,2010,VYS,181,173,20183.0
4,2010,VYS,232,176,20931.0
5,2010,VYS,210,142,20931.0
6,2010,VYS,232,140,20931.0
7,2010,VYS,254,109,21090.0
8,2010,VYS,219,117,21090.0
9,2010,VYS,253,124,21090.0
10,2010,VYS,243,194,22921.0
11,2010,VYS,232,162,22921.0
12,2010,VYS,194,112,22921.0
1,2010,ZLK,182,141,19629.0
2,2010,ZLK,179,108,19629.0
3,2010,ZLK,175,115,19629.0
4,2010,ZLK,178,131,20655.0
5,2010,ZLK,209,123,20655.0
6,2010,ZLK,165,129,20655.0
7,2010,ZLK,213,118,20724.0
8,2010,ZLK,234,118,20724.0
9,2010,ZLK,201,130,20724.0
10,2010,ZLK,158,150,22588.0
11,2010,ZLK,183,124,22588.0
12,2010,ZLK,146,105,22588.0
1,2011,HKK,1239,661,20877.0
2,2011,HKK,1183,656,20877.0
3,2011,HKK,1335,707,20877.0
4,2011,HKK,1358,692,21835.0
5,2011,HKK,1550,722,21835.0
6,2011,HKK,1426,766,21835.0
7,2011,HKK,1585,797,21692.0
8,2011,HKK,1652,761,21692.0
9,2011,HKK,1392,723,21692.0
10,2011,HKK,1538,755,23452.0
11,2011,HKK,1630,726,23452.0
12,2011,HKK,1387,808,23452.0
1,2011,JHC,405,291,20683.0
2,2011,JHC,378,239,20683.0
3,2011,JHC,441,235,20683.0
4,2011,JHC,382,254,21277.0
5,2011,JHC,409,226,21277.0
6,2011,JHC,428,253,21277.0
7,2011,JHC,390,246,21511.0
8,2011,JHC,421,224,21511.0
9,2011,JHC,357,230,21511.0
10,2011,JHC,353,269,23557.0
11,2011,JHC,299,235,23557.0
12,2011,JHC,303,203,23557.0
1,2011,JHM,167,112,22117.0
2,2011,JHM,169,136,22117.0
3,2011,JHM,210,135,22117.0
4,2011,JHM,217,106,22894.0
5,2011,JHM,230,136,22894.0
6,2011,JHM,230,142,22894.0
7,2011,JHM,180,142,23022.0
8,2011,JHM,175,147,23022.0
9,2011,JHM,180,130,23022.0
10,2011,JHM,188,125,25173.0
11,2011,JHM,169,161,25173.0
12,2011,JHM,131,152,25173.0
1,2011,KVK,935,620,19760.0
2,2011,KVK,829,559,19760.0
3,2011,KVK,816,659,19760.0
4,2011,KVK,875,565,20447.0
5,2011,KVK,1002,649,20447.0
6,2011,KVK,849,628,20447.0
7,2011,KVK,890,605,20556.0
8,2011,KVK,881,577,20556.0
9,2011,KVK,852,496,20556.0
10,2011,KVK,818,491,22295.0
11,2011,KVK,758,525,22295.0
12,2011,KVK,620,483,22295.0
1,2011,LBK,1008,462,21163.0
2,2011,LBK,926,416,21163.0
3,2011,LBK,1051,521,21163.0
4,2011,LBK,974,541,21926.0
5,2011,LBK,1032,417,21926.0
6,2011,LBK,983,390,21926.0
7,2011,LBK,921,427,22012.0
8,2011,LBK,962,424,22012.0
9,2011,LBK,947,350,22012.0
10,2011,LBK,978,413,23778.0
11,2011,LBK,767,416,23778.0
12,2011,LBK,920,394,23778.0
1,2011,MSK,330,211,21272.0
2,2011,MSK,327,198,21272.0
3,2011,MSK,342,221,21272.0
4,2011,MSK,316,223,22253.0
5,2011,MSK,348,207,22253.0
6,2011,MSK,428,206,22253.0
7,2011,MSK,495,251,22269.0
8,2011,MSK,394,221,22269.0
9,2011,MSK,349,205,22269.0
10,2011,MSK,308,234,24562.0
11,2011,MSK,354,237,24562.0
12,2011,MSK,381,214,24562.0
1,2011,OLK,224,145,20382.0
2,2011,OLK,215,145,20382.0
3,2011,OLK,245,137,20382.0
4,2011,OLK,235,132,21153.0
5,2011,OLK,203,142,21153.0
6,2011,OLK,249,127,21153.0
7,2011,OLK,254,152,21532.0
8,2011,OLK,246,156,21532.0
9,2011,OLK,252,134,21532.0
10,2011,OLK,237,126,23546.0
11,2011,OLK,236,123,23546.0
12,2011,OLK,207,142,23546.0
1,2011,PAK,383,282,20259.0
2,2011,PAK,366,266,20259.0
3,2011,PAK,399,287,20259.0
4,2011,PAK,388,228,20903.0
5,2011,PAK,375,189,20903.0
6,2011,PAK,312,204,20903.0
7,2011,PAK,397,231,21235.0
8,2011,PAK,445,184,21235.0
9,2011,PAK,377,182,21235.0
10,2011,PAK,403,233,23140.0
11,2011,PAK,404,240,23140.0
12,2011,PAK,359,232,23140.0
1,2011,PHA,3150,928,32128.0
2,2011,PHA,3059,823,32128.0
3,2011,PHA,3448,944,32128.0
4,2011,PHA,3462,762,32337.0
5,2011,PHA,3555,765,32337.0
6,2011,PHA,3465,826,32337.0
7,2011,PHA,3256,862,32136.0
8,2011,PHA,3423,898,32136.0
9,2011,PHA,3727,896,32136.0
10,2011,PHA,3447,916,34657.0
11,2011,PHA,3410,932,34657.0
12,2011,PHA,3490,833,34657.0
1,2011,PLK,391,262,21892.0
2,2011,PLK,366,253,21892.0
3,2011,PLK,466,246,21892.0
4,2011,PLK,422,249,22734.0
5,2011,PLK,449,256,22734.0
6,2011,PLK,432,218,22734.0
7,2011,PLK,434,213,23034.0
8,2011,PLK,432,210,23034.0
9,2011,PLK,391,238,23034.0
10,2011,PLK,359,295,25109.0
11,2011,PLK,297,278,25109.0
12,2011,PLK,421,316,25109.0
1,2011,STC,1022,712,22885.0
2,2011,STC,949,678,22885.0
3,2011,STC,1086,738,22885.0
4,2011,STC,1034,669,24420.0
5,2011,STC,1169,704,24420.0
6,2011,STC,1100,689,24420.0
7,2011,STC,1109,724,23836.0
8,2011,STC,1240,686,23836.0
9,2011,STC,1104,690,23836.0
10,2011,STC,1105,728,25648.0
11,2011,STC,1067,737,25648.0
12,2011,STC,1082,745,25648.0
1,2011,ULK,282,186,21026.0
2,2011,ULK,252,199,21026.0
3,2011,ULK,264,244,21026.0
4,2011,ULK,252,202,21608.0
5,2011,ULK,287,168,21608.0
6,2011,ULK,304,199,21608.0
7,2011,ULK,335,205,21751.0
8,2011,ULK,310,157,21751.0
9,2011,ULK,276,147,21751.0
10,2011,ULK,275,179,23447.0
11,2011,ULK,252,186,23447.0
12,2011,ULK,273,159,23447.0
1,2011,VYS,199,132,20658.0
2,2011,VYS,174,178,20658.0
3,2011,VYS,203,175,20658.0
4,2011,VYS,198,145,21512.0
5,2011,VYS,210,112,21512.0
6,2011,VYS,214,117,21512.0
7,2011,VYS,233,114,21501.0
8,2011,VYS,246,137,21501.0
9,2011,VYS,186,125,21501.0
10,2011,VYS,218,110,23152.0
11,2011,VYS,201,130,23152.0
12,2011,VYS,164,136,23152.0
1,2011,ZLK,184,100,20169.0
2,2011,ZLK,142,131,20169.0
3,2011,ZLK,167,124,20169.0
4,2011,ZLK,171,120,21174.0
5,2011,ZLK,178,150,21174.0
6,2011,ZLK,172,114,21174.0
7,2011,ZLK,209,128,21090.0
8,2011,ZLK,227,126,21090.0
9,2011,ZLK,180,127,21090.0
10,2011,ZLK,175,137,23188.0
11,2011,ZLK,215,166,23188.0
12,2011,ZLK,163,110,23188.0
1,2012,HKK,1553,767,21534.0
3,2012,HKK,2447,1415,21534.0
4,2012,HKK,1211,685,22458.0
5,2012,HKK,1449,627,22458.0
6,2012,HKK,1445,650,22458.0
7,2012,HKK,1330,632,22076.0
8,2012,HKK,1397,664,22076.0
9,2012,HKK,1377,683,22076.0
10,2012,HKK,1398,732,24441.0
11,2012,HKK,1449,694,24441.0
12,2012,HKK,1091,699,24441.0
1,2012,JHC,357,239,21329.0
3,2012,JHC,676,453,21329.0
4,2012,JHC,360,254,21886.0
5,2012,JHC,364,224,21886.0
6,2012,JHC,341,204,21886.0
7,2012,JHC,385,198,21917.0
8,2012,JHC,413,204,21917.0
9,2012,JHC,303,158,21917.0
10,2012,JHC,369,228,24057.0
11,2012,JHC,302,219,24057.0
12,2012,JHC,254,212,24057.0
1,2012,JHM,209,145,22913.0
3,2012,JHM,385,292,22913.0
4,2012,JHM,194,141,23343.0
5,2012,JHM,204,169,23343.0
6,2012,JHM,235,145,23343.0
7,2012,JHM,220,159,23493.0
8,2012,JHM,241,155,23493.0
9,2012,JHM,175,137,23493.0
10,2012,JHM,183,139,26039.0
11,2012,JHM,175,122,26039.0
12,2012,JHM,127,140,26039.0
1,2012,KVK,783,525,20536.0
3,2012,KVK,1420,977,20536.0
4,2012,KVK,733,491,21080.0
5,2012,KVK,752,463,21080.0
6,2012,KVK,750,539,21080.0
7,2012,KVK,810,494,20882.0
8,2012,KVK,792,487,20882.0
9,2012,KVK,791,491,20882.0
10,2012,KVK,819,524,22712.0
11,2012,KVK,679,455,22712.0
12,2012,KVK,651,467,22712.0
1,2012,LBK,907,454,21851.0
3,2012,LBK,1869,913,21851.0
4,2012,LBK,957,447,22448.0
5,2012,LBK,1034,437,22448.0
6,2012,LBK,922,477,22448.0
7,2012,LBK,946,404,22420.0
8,2012,LBK,1068,440,22420.0
9,2012,LBK,887,422,22420.0
10,2012,LBK,1034,437,24331.0
11,2012,LBK,985,406,24331.0
12,2012,LBK,820,386,24331.0
1,2012,MSK,350,200,22118.0
3,2012,MSK,671,388,22118.0
4,2012,MSK,334,226,22795.0
5,2012,MSK,406,231,22795.0
6,2012,MSK,409,279,22795.0
7,2012,MSK,462,224,22639.0
8,2012,MSK,413,179,22639.0
9,2012,MSK,317,207,22639.0
10,2012,MSK,394,214,25437.0
11,2012,MSK,341,213,25437.0
12,2012,MSK,330,156,25437.0
1,2012,OLK,268,159,21162.0
3,2012,OLK,461,269,21162.0
4,2012,OLK,230,147,21559.0
5,2012,OLK,274,134,21559.0
6,2012,OLK,262,124,21559.0
7,2012,OLK,237,133,21924.0
8,2012,OLK,285,135,21924.0
9,2012,OLK,209,147,21924.0
10,2012,OLK,246,129,24195.0
11,2012,OLK,242,156,24195.0
12,2012,OLK,180,128,24195.0
1,2012,PAK,462,218,20936.0
3,2012,PAK,788,455,20936.0
4,2012,PAK,372,222,21485.0
5,2012,PAK,383,247,21485.0
6,2012,PAK,374,176,21485.0
7,2012,PAK,362,200,21540.0
8,2012,PAK,445,201,21540.0
9,2012,PAK,355,194,21540.0
10,2012,PAK,446,268,23888.0
11,2012,PAK,367,239,23888.0
12,2012,PAK,316,217,23888.0
1,2012,PHA,3489,923,32640.0
3,2012,PHA,6247,1511,32640.0
4,2012,PHA,3227,844,32498.0
5,2012,PHA,3409,811,32498.0
6,2012,PHA,3385,677,32498.0
7,2012,PHA,3411,729,32018.0
8,2012,PHA,3332,746,32018.0
9,2012,PHA,3179,759,32018.0
10,2012,PHA,3475,762,35981.0
11,2012,PHA,3315,791,35981.0
12,2012,PHA,3250,693,35981.0
1,2012,PLK,381,215,22814.0
3,2012,PLK,763,460,22814.0
4,2012,PLK,339,200,23318.0
5,2012,PLK,337,269,23318.0
6,2012,PLK,324,243,23318.0
7,2012,PLK,335,214,23438.0
8,2012,PLK,327,242,23438.0
9,2012,PLK,334,205,23438.0
10,2012,PLK,367,234,25416.0
11,2012,PLK,335,256,25416.0
12,2012,PLK,319,312,25416.0
1,2012,STC,1076,726,23705.0
3,2012,STC,2106,1331,23705.0
4,2012,STC,998,655,25025.0
5,2012,STC,1145,628,25025.0
6,2012,STC,1056,681,25025.0
7,2012,STC,1077,607,24089.0
8,2012,STC,1139,642,24089.0
9,2012,STC,1007,605,24089.0
10,2012,STC,1081,690,26220.0
11,2012,STC,1031,730,26220.0
12,2012,STC,740,600,26220.0
1,2012,ULK,308,165,21735.0
3,2012,ULK,515,313,21735.0
4,2012,ULK,270,149,22061.0
5,2012,ULK,287,182,22061.0
6,2012,ULK,328,157,22061.0
7,2012,ULK,303,154,22023.0
8,2012,ULK,382,145,22023.0
9,2012,ULK,244,157,22023.0
10,2012,ULK,304,201,23812.0
11,2012,ULK,321,151,23812.0
12,2012,ULK,238,154,23812.0
1,2012,VYS,191,129,21363.0
3,2012,VYS,294,280,21363.0
4,2012,VYS,213,136,21849.0
5,2012,VYS,187,130,21849.0
6,2012,VYS,179,144,21849.0
7,2012,VYS,203,140,21911.0
8,2012,VYS,215,135,21911.0
9,2012,VYS,212,135,21911.0
10,2012,VYS,198,130,23884.0
11,2012,VYS,199,185,23884.0
12,2012,VYS,164,148,23884.0
1,2012,ZLK,219,102,20936.0
3,2012,ZLK,364,240,20936.0
4,2012,ZLK,169,121,21762.0
5,2012,ZLK,172,115,21762.0
6,2012,ZLK,190,118,21762.0
7,2012,ZLK,204,109,21580.0
8,2012,ZLK,207,96,21580.0
9,2012,ZLK,163,125,21580.0
10,2012,ZLK,194,121,23834.0
11,2012,ZLK,231,142,23834.0
12,2012,ZLK,144,118,23834.0
1,2013,HKK,1254,792,21461.0
2,2013,HKK,1428,809,21461.0
3,2013,HKK,1374,924,21461.0
4,2013,HKK,1258,899,22537.0
5,2013,HKK,1482,833,22537.0
6,2013,HKK,1406,760,22537.0
7,2013,HKK,1503,684,22259.0
8,2013,HKK,1485,668,22259.0
9,2013,HKK,1430,742,22259.0
10,2013,HKK,1339,751,23818.0
11,2013,HKK,1273,643,23818.0
12,2013,HKK,1083,642,23818.0
1,2013,JHC,302,261,21236.0
2,2013,JHC,296,230,21236.0
3,2013,JHC,308,227,21236.0
4,2013,JHC,339,283,22071.0
5,2013,JHC,405,273,22071.0
6,2013,JHC,355,223,22071.0
7,2013,JHC,436,193,22147.0
8,2013,JHC,390,199,22147.0
9,2013,JHC,340,252,22147.0
10,2013,JHC,287,211,23844.0
11,2013,JHC,310,234,23844.0
12,2013,JHC,297,239,23844.0
1,2013,JHM,182,141,23071.0
2,2013,JHM,182,152,23071.0
3,2013,JHM,219,146,23071.0
4,2013,JHM,175,158,23857.0
5,2013,JHM,184,136,23857.0
6,2013,JHM,227,140,23857.0
7,2013,JHM,232,154,23977.0
8,2013,JHM,205,141,23977.0
9,2013,JHM,219,131,23977.0
10,2013,JHM,196,119,25909.0
11,2013,JHM,147,116,25909.0
12,2013,JHM,181,90,25909.0
1,2013,KVK,812,594,20362.0
2,2013,KVK,771,611,20362.0
3,2013,KVK,869,584,20362.0
4,2013,KVK,781,584,21235.0
5,2013,KVK,809,620,21235.0
6,2013,KVK,713,577,21235.0
7,2013,KVK,874,557,21162.0
8,2013,KVK,962,644,21162.0
9,2013,KVK,845,590,21162.0
10,2013,KVK,770,548,22723.0
11,2013,KVK,764,452,22723.0
12,2013,KVK,642,449,22723.0
1,2013,LBK,921,460,22125.0
2,2013,LBK,945,482,22125.0
3,2013,LBK,1044,523,22125.0
4,2013,LBK,998,501,22860.0
5,2013,LBK,982,413,22860.0
6,2013,LBK,895,382,22860.0
7,2013,LBK,971,387,23107.0
8,2013,LBK,911,420,23107.0
9,2013,LBK,957,361,23107.0
10,2013,LBK,885,385,24621.0
11,2013,LBK,728,443,24621.0
12,2013,LBK,694,403,24621.0
1,2013,MSK,356,225,21876.0
2,2013,MSK,305,264,21876.0
3,2013,MSK,416,258,21876.0
4,2013,MSK,402,271,22847.0
5,2013,MSK,409,250,22847.0
6,2013,MSK,404,267,22847.0
7,2013,MSK,434,224,22758.0
8,2013,MSK,512,173,22758.0
9,2013,MSK,416,251,22758.0
10,2013,MSK,370,248,24657.0
11,2013,MSK,373,242,24657.0
12,2013,MSK,330,226,24657.0
1,2013,OLK,199,170,20931.0
2,2013,OLK,210,174,20931.0
3,2013,OLK,231,161,20931.0
4,2013,OLK,270,164,21847.0
5,2013,OLK,271,166,21847.0
6,2013,OLK,259,153,21847.0
7,2013,OLK,250,137,22174.0
8,2013,OLK,269,113,22174.0
9,2013,OLK,230,105,22174.0
10,2013,OLK,261,120,23767.0
11,2013,OLK,229,124,23767.0
12,2013,OLK,223,132,23767.0
1,2013,PAK,359,262,21015.0
2,2013,PAK,334,263,21015.0
3,2013,PAK,379,287,21015.0
4,2013,PAK,386,282,21717.0
5,2013,PAK,371,249,21717.0
6,2013,PAK,391,265,21717.0
7,2013,PAK,430,294,22014.0
8,2013,PAK,424,232,22014.0
9,2013,PAK,366,186,22014.0
10,2013,PAK,401,245,23541.0
11,2013,PAK,368,220,23541.0
12,2013,PAK,281,171,23541.0
1,2013,PHA,3713,824,31993.0
2,2013,PHA,3513,979,31993.0
3,2013,PHA,3808,1046,31993.0
4,2013,PHA,3624,978,32494.0
5,2013,PHA,4012,1047,32494.0
6,2013,PHA,3825,980,32494.0
7,2013,PHA,3690,1017,32109.0
8,2013,PHA,4044,985,32109.0
9,2013,PHA,3924,962,32109.0
10,2013,PHA,3645,945,34210.0
